Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Max Snow Depth (cm),City_Івано-Франківськ,City_Берегове,City_Бережани,City_Броди,City_Великий Березний,City_Володимир,City_Долина,City_Дрогобич,City_Дружба,City_Дубно,City_Золочів,City_Кам’янець-Подільський,City_Ковель,City_Коломия,City_Крем’янець,City_Луцьк,City_Львів,City_Любешів,City_Маневичі,City_Мостиська,City_Міжгір’я,City_Нижні Ворота,City_Нижній Студений,City_Нова Ушиця,City_Плай,City_Пожижевська,City_Рава Руська,City_Рахів,City_Рівне,City_Сарни,City_Світязь,City_Славське,City_Стрий,City_Тернопіль,City_Турка,City_Ужгород,City_Хмельницький,City_Хуст,City_Чортків,City_Шепетівка,City_Яворів,City_Яремча,Year,Month,Total Precipitation (mm)
1.0942906981618932,-1.052217042165595,1.9935843436433718,0.3181818181818182,0.9259259259259258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2,0.0038480038480038486
-1.3963781715966783,-1.052217042165595,-1.5023620963617517,0.30303030303030304,0.9259259259259258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,12,0.3482443482443483
0.7169166269863522,-1.4375243590214848,1.7897847753919522,0.42424242424242425,0.5925925925925926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2,0.010101010101010102
-1.4341155787142321,-0.7769975301256735,-0.2952415767187268,0.30303030303030304,0.48148148148148145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,12,0.18855218855218858
0.981078476809231,-0.6118658229017204,1.8211385551229398,0.36363636363636365,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2,0.012506012506012507
-1.2076911360089078,0.10370490840207515,-0.6714869334905788,0.393939393939394,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,12,0.4535834535834536
0.679179219868798,-1.6026560662454379,1.9622305639123843,0.5303030303030303,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2,0.0
-1.5850652071844489,-1.2173487493895476,-0.48336425510465264,0.6363636363636364,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,12,0.3588263588263588
0.9056036625741227,-1.3824804566135007,1.977907453777878,0.196969696969697,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2,0.005291005291005292
-1.5095903929493404,-1.1347828957775712,-1.0163785105314427,0.196969696969697,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,12,0.3294853294853295
